"_MODEL_";"_STATUS_VARIANT_"
120183;"Сорт 1"
120240;"Сорт 1"
120466;"Сорт 1"
120468;"Сорт 1"
120557;"Сорт 1"
120562;"Сорт 1"
120572;"Сорт 1"
120574;"Сорт 1"
120581;"Сорт 1"
120714;"Сорт 1"
120715;"Сорт 1"
120724;"Сорт 1"
120743;"Сорт 1"
120747;"Сорт 1"
120748;"Сорт 1"
120749;"Сорт 1"
120752;"Сорт 1"
120754;"Сорт 1"
120758;"Сорт 1"
120759;"Сорт 1"
120762;"Сорт 1"
120763;"Сорт 1"
120931;"Сорт 1"
120934;"Сорт 1"
120936;"Сорт 1"
120939;"Сорт 1"
120942;"Сорт 1"
121140;"Сорт 1"
121348;"Сорт 1"
121481;"Сорт 1"
121910;"Сорт 1"
121913;"Сорт 1"
122655;"Сорт 1"
122656;"Сорт 1"
122663;"Сорт 1"
122669;"Сорт 1"
122673;"Сорт 1"
122674;"Сорт 1"
122675;"Сорт 1"
122683;"Сорт 1"
122694;"Сорт 1"
122695;"Сорт 1"
122696;"Сорт 1"
122702;"Сорт 1"
122706;"Сорт 1"
122718;"Сорт 1"
122977;"Сорт 1"
123096;"Сорт 1"
123097;"Сорт 1"
123098;"Сорт 1"
123126;"Сорт 1"
123135;"Сорт 1"
123137;"Сорт 1"
123138;"Сорт 1"
123140;"Сорт 1"
123180;"Сорт 1"
123232;"Сорт 1"
123237;"Сорт 1"
123242;"Сорт 1"
123243;"Сорт 1"
123246;"Сорт 1"
123273;"Сорт 1"
123274;"Сорт 1"
123275;"Сорт 1"
123277;"Сорт 1"
123279;"Сорт 1"
123396;"Сорт 1"
123398;"Сорт 1"
123400;"Сорт 1"
123402;"Сорт 1"
123403;"Сорт 1"
123405;"Сорт 1"
123407;"Сорт 1"
123410;"Сорт 1"
123416;"Сорт 1"
123429;"Сорт 1"
123435;"Сорт 1"
123436;"Сорт 1"
123506;"Сорт 1"
123507;"Сорт 1"
123508;"Сорт 1"
123806;"Сорт 1"
124121;"Сорт 1"
124144;"Сорт 1"
124265;"Сорт 1"
124330;"Сорт 1"
124627;"Сорт 1"
124691;"Сорт 1"
124755;"Сорт 1"
124762;"Сорт 1"
124780;"Сорт 1"
124786;"Сорт 1"
124792;"Сорт 1"
124793;"Сорт 1"
124797;"Сорт 1"
124984;"Сорт 1"
124985;"Сорт 1"
124986;"Сорт 1"
125035;"Сорт 1"
125082;"Сорт 1"
125083;"Сорт 1"
125569;"Сорт 1"
125689;"Сорт 1"
125763;"Сорт 1"
125844;"Сорт 1"
125893;"Сорт 1"
125914;"Сорт 1"
125915;"Сорт 1"
125916;"Сорт 1"
125917;"Сорт 1"
126125;"Сорт 1"
126126;"Сорт 1"
126127;"Сорт 1"
126128;"Сорт 1"
126129;"Сорт 1"
126130;"Сорт 1"
126131;"Сорт 1"
126132;"Сорт 1"
126265;"Сорт 1"
126294;"Сорт 1"
126527;"Сорт 1"
126538;"Сорт 1"
126683;"Сорт 1"
126738;"Сорт 1"
126770;"Сорт 1"
126772;"Сорт 1"
126773;"Сорт 1"
126776;"Сорт 1"
126777;"Сорт 1"
126782;"Сорт 1"
126784;"Сорт 1"
126785;"Сорт 1"
126915;"Сорт 1"
126965;"Сорт 1"
127124;"Сорт 1"
127126;"Сорт 1"
127127;"Сорт 1"
127128;"Сорт 1"
127225;"Сорт 1"
127228;"Сорт 1"
127256;"Сорт 1"
127314;"Сорт 1"
127317;"Сорт 1"
127353;"Сорт 1"
127369;"Сорт 1"
127568;"Сорт 1"
127569;"Сорт 1"
127575;"Сорт 1"
127576;"Сорт 1"
127603;"Сорт 1"
127970;"Сорт 1"
128004;"Сорт 1"
128064;"Сорт 1"
128106;"Сорт 1"
128511;"Сорт 1"
128578;"Сорт 1"
128579;"Сорт 1"
128580;"Сорт 1"
128829;"Сорт 1"
128830;"Сорт 1"
128831;"Сорт 1"
128839;"Сорт 1"
128843;"Сорт 1"
128845;"Сорт 1"
128846;"Сорт 1"
128847;"Сорт 1"
128848;"Сорт 1"
128873;"Сорт 1"
128874;"Сорт 1"
128879;"Сорт 1"
128985;"Сорт 1"
128986;"Сорт 1"
129005;"Сорт 1"
129160;"Сорт 1"
129165;"Сорт 1"
129167;"Сорт 1"
129170;"Сорт 1"
129203;"Сорт 1"
129205;"Сорт 1"
129206;"Сорт 1"
129207;"Сорт 1"
129208;"Сорт 1"
129209;"Сорт 1"
129210;"Сорт 1"
129214;"Сорт 1"
129215;"Сорт 1"
129216;"Сорт 1"
129249;"Сорт 1"
129254;"Сорт 1"
129255;"Сорт 1"
129284;"Сорт 1"
129285;"Сорт 1"
129288;"Сорт 1"
129379;"Сорт 1"
129394;"Сорт 1"
129655;"Сорт 1"
129656;"Сорт 1"
129657;"Сорт 1"
130055;"Сорт 1"
130361;"Сорт 1"
130408;"Сорт 1"
130423;"Сорт 1"
130434;"Сорт 1"
130500;"Сорт 1"
130507;"Сорт 1"
130518;"Сорт 1"
130560;"Сорт 1"
130561;"Сорт 1"
130562;"Сорт 1"
130563;"Сорт 1"
130564;"Сорт 1"
130581;"Сорт 1"
130615;"Сорт 1"
130704;"Сорт 1"
130705;"Сорт 1"
130706;"Сорт 1"
130707;"Сорт 1"
130708;"Сорт 1"
130710;"Сорт 1"
130713;"Сорт 1"
130720;"Сорт 1"
130721;"Сорт 1"
130729;"Сорт 1"
130744;"Сорт 1"
130747;"Сорт 1"
130748;"Сорт 1"
130754;"Сорт 1"
130761;"Сорт 1"
130769;"Сорт 1"
130772;"Сорт 1"
130807;"Сорт 1"
130809;"Сорт 1"
130810;"Сорт 1"
130812;"Сорт 1"
130815;"Сорт 1"
130816;"Сорт 1"
130819;"Сорт 1"
130821;"Сорт 1"
130822;"Сорт 1"
130824;"Сорт 1"
130826;"Сорт 1"
130827;"Сорт 1"
130828;"Сорт 1"
130830;"Сорт 1"
130831;"Сорт 1"
130832;"Сорт 1"
130833;"Сорт 1"
130834;"Сорт 1"
130835;"Сорт 1"
130836;"Сорт 1"
130837;"Сорт 1"
130838;"Сорт 1"
130839;"Сорт 1"
130921;"Сорт 1"
130926;"Сорт 1"
131000;"Сорт 1"
131132;"Сорт 1"
131236;"Сорт 1"
131314;"Сорт 1"
131426;"Сорт 1"
131480;"Сорт 1"
131507;"Сорт 1"
131508;"Сорт 1"
131511;"Сорт 1"
131512;"Сорт 1"
131513;"Сорт 1"
131526;"Сорт 1"
131535;"Сорт 1"
131537;"Сорт 1"
131566;"Сорт 1"
131610;"Сорт 1"
131641;"Сорт 1"
131642;"Сорт 1"
131647;"Сорт 1"
131652;"Сорт 1"
131655;"Сорт 1"
131656;"Сорт 1"
131677;"Сорт 1"
131686;"Сорт 1"
131694;"Сорт 1"
131695;"Сорт 1"
131696;"Сорт 1"
131698;"Сорт 1"
131806;"Сорт 1"
131808;"Сорт 1"
131829;"Сорт 1"
131833;"Сорт 1"
131856;"Сорт 1"
131857;"Сорт 1"
131858;"Сорт 1"
131863;"Сорт 1"
131871;"Сорт 1"
131922;"Сорт 1"
132307;"Сорт 1"
132350;"Сорт 1"
132351;"Сорт 1"
132352;"Сорт 1"
132404;"Сорт 1"
132413;"Сорт 1"
132516;"Сорт 1"
132517;"Сорт 1"
132519;"Сорт 1"
132523;"Сорт 1"
132692;"Сорт 1"
132837;"Сорт 1"
132926;"Сорт 1"
133101;"Сорт 1"
133155;"Сорт 1"
133192;"Сорт 1"
133194;"Сорт 1"
133195;"Сорт 1"
133450;"Сорт 1"
133620;"Сорт 1"
133691;"Сорт 1"
133706;"Сорт 1"
133725;"Сорт 1"
133745;"Сорт 1"
133747;"Сорт 1"
133750;"Сорт 1"
133751;"Сорт 1"
133757;"Сорт 1"
133760;"Сорт 1"
133768;"Сорт 1"
133771;"Сорт 1"
133801;"Сорт 1"
133802;"Сорт 1"
133805;"Сорт 1"
133806;"Сорт 1"
133808;"Сорт 1"
133809;"Сорт 1"
133811;"Сорт 1"
133812;"Сорт 1"
133813;"Сорт 1"
133814;"Сорт 1"
133815;"Сорт 1"
133817;"Сорт 1"
133818;"Сорт 1"
133819;"Сорт 1"
133820;"Сорт 1"
133821;"Сорт 1"
133835;"Сорт 1"
133839;"Сорт 1"
133840;"Сорт 1"
133841;"Сорт 1"
133895;"Сорт 1"
133918;"Сорт 1"
133969;"Сорт 1"
134059;"Сорт 1"
134060;"Сорт 1"
134061;"Сорт 1"
134062;"Сорт 1"
134095;"Сорт 1"
134306;"Сорт 1"
134369;"Сорт 1"
134393;"Сорт 1"
134477;"Сорт 1"
134505;"Сорт 1"
134513;"Сорт 1"
134711;"Сорт 1"
134942;"Сорт 1"
135198;"Сорт 1"
135199;"Сорт 1"
135201;"Сорт 1"
135245;"Сорт 1"
135247;"Сорт 1"
135248;"Сорт 1"
135257;"Сорт 1"
135306;"Сорт 1"
135343;"Сорт 1"
135344;"Сорт 1"
135345;"Сорт 1"
135346;"Сорт 1"
135347;"Сорт 1"
135348;"Сорт 1"
135349;"Сорт 1"
135350;"Сорт 1"
135351;"Сорт 1"
135352;"Сорт 1"
135353;"Сорт 1"
135354;"Сорт 1"
135355;"Сорт 1"
135356;"Сорт 1"
135357;"Сорт 1"
135469;"Сорт 1"
135471;"Сорт 1"
135472;"Сорт 1"
135473;"Сорт 1"
135475;"Сорт 1"
135494;"Сорт 1"
135499;"Сорт 1"
135636;"Сорт 1"
135637;"Сорт 1"
135677;"Сорт 1"
135687;"Сорт 1"
135769;"Сорт 1"
135788;"Сорт 1"
135875;"Сорт 1"
136117;"Сорт 1"
136118;"Сорт 1"
136158;"Сорт 1"
136449;"Сорт 1"
136468;"Сорт 1"
136469;"Сорт 1"
136476;"Сорт 1"
136477;"Сорт 1"
136478;"Сорт 1"
136594;"Сорт 1"
136626;"Сорт 1"
136628;"Сорт 1"
136631;"Сорт 1"
136635;"Сорт 1"
136655;"Сорт 1"
136660;"Сорт 1"
136699;"Сорт 1"
136703;"Сорт 1"
136705;"Сорт 1"
136706;"Сорт 1"
136718;"Сорт 1"
136719;"Сорт 1"
136748;"Сорт 1"
136751;"Сорт 1"
136919;"Сорт 1"
136921;"Сорт 1"
136922;"Сорт 1"
136943;"Сорт 1"
136947;"Сорт 1"
137019;"Сорт 1"
137020;"Сорт 1"
137027;"Сорт 1"
137059;"Сорт 1"
137316;"Сорт 1"
137340;"Сорт 1"
137531;"Сорт 1"
137532;"Сорт 1"
137591;"Сорт 1"
137592;"Сорт 1"
137650;"Сорт 1"
137696;"Сорт 1"
137943;"Сорт 1"
138071;"Сорт 1"
138099;"Сорт 1"
138217;"Сорт 1"
138290;"Сорт 1"
138291;"Сорт 1"
138414;"Сорт 1"
138486;"Сорт 1"
138494;"Сорт 1"
138503;"Сорт 1"
138504;"Сорт 1"
138605;"Сорт 1"
138752;"Сорт 1"
138754;"Сорт 1"
138765;"Сорт 1"
138767;"Сорт 1"
138771;"Сорт 1"
138801;"Сорт 1"
138853;"Сорт 1"
138916;"Сорт 1"
138937;"Сорт 1"
139003;"Сорт 1"
139015;"Сорт 1"
139312;"Сорт 1"
139323;"Сорт 1"
139342;"Сорт 1"
139349;"Сорт 1"
139351;"Сорт 1"
139492;"Сорт 1"
139493;"Сорт 1"
139665;"Сорт 1"
139951;"Сорт 1"
139952;"Сорт 1"
139957;"Сорт 1"
139972;"Сорт 1"
139973;"Сорт 1"
139974;"Сорт 1"
139975;"Сорт 1"
139977;"Сорт 1"
139978;"Сорт 1"
139980;"Сорт 1"
139981;"Сорт 1"
139982;"Сорт 1"
139983;"Сорт 1"
139988;"Сорт 1"
139989;"Сорт 1"
139990;"Сорт 1"
139991;"Сорт 1"
139995;"Сорт 1"
139997;"Сорт 1"
140001;"Сорт 1"
140004;"Сорт 1"
140005;"Сорт 1"
140007;"Сорт 1"
140025;"Сорт 1"
140026;"Сорт 1"
140083;"Сорт 1"
140116;"Сорт 1"
140128;"Сорт 1"
140184;"Сорт 1"
140324;"Сорт 1"
140343;"Сорт 1"
140350;"Сорт 1"
140455;"Сорт 1"
140553;"Сорт 1"
140554;"Сорт 1"
140559;"Сорт 1"
140560;"Сорт 1"
140744;"Сорт 1"
140755;"Сорт 1"
140915;"Сорт 1"
140916;"Сорт 1"
140961;"Сорт 1"
140962;"Сорт 1"
141022;"Сорт 1"
141240;"Сорт 1"
141272;"Сорт 1"
141325;"Сорт 1"
141362;"Сорт 1"
141411;"Сорт 1"
141498;"Сорт 1"
141623;"Сорт 1"
141624;"Сорт 1"
141810;"Сорт 1"
141979;"Сорт 1"
141989;"Сорт 1"
141991;"Сорт 1"
141993;"Сорт 1"
141995;"Сорт 1"
141998;"Сорт 1"
142001;"Сорт 1"
142002;"Сорт 1"
142254;"Сорт 1"
143001;"Сорт 1"
143002;"Сорт 1"
143005;"Сорт 1"
143006;"Сорт 1"
143008;"Сорт 1"
143010;"Сорт 1"
143011;"Сорт 1"
143013;"Сорт 1"
143029;"Сорт 1"
143185;"Сорт 1"
143186;"Сорт 1"
143216;"Сорт 1"
143233;"Сорт 1"
143234;"Сорт 1"
143237;"Сорт 1"
143258;"Сорт 1"
143263;"Сорт 1"
143375;"Сорт 1"
143424;"Сорт 1"
143479;"Сорт 1"
143480;"Сорт 1"
143481;"Сорт 1"
143482;"Сорт 1"
143483;"Сорт 1"
143484;"Сорт 1"
143485;"Сорт 1"
143486;"Сорт 1"
143487;"Сорт 1"
143488;"Сорт 1"
143491;"Сорт 1"
143645;"Сорт 1"
143722;"Сорт 1"
143756;"Сорт 1"
144002;"Сорт 1"
144240;"Сорт 1"
144386;"Сорт 1"
144450;"Сорт 1"
144451;"Сорт 1"
144481;"Сорт 1"
145077;"Сорт 1"
145078;"Сорт 1"
145193;"Сорт 1"
145214;"Сорт 1"
145237;"Сорт 1"
145420;"Сорт 1"
145428;"Сорт 1"
145431;"Сорт 1"
145440;"Сорт 1"
145686;"Сорт 1"
145687;"Сорт 1"
145929;"Сорт 1"
145953;"Сорт 1"
145955;"Сорт 1"
145975;"Сорт 1"
146108;"Сорт 1"
146166;"Сорт 1"
146891;"Сорт 1"
146907;"Сорт 1"
146962;"Сорт 1"
146973;"Сорт 1"
146981;"Сорт 1"
146983;"Сорт 1"
146984;"Сорт 1"
146993;"Сорт 1"
146995;"Сорт 1"
146997;"Сорт 1"
147024;"Сорт 1"
147067;"Сорт 1"
147085;"Сорт 1"
147101;"Сорт 1"
147102;"Сорт 1"
147104;"Сорт 1"
147158;"Сорт 1"
147362;"Сорт 1"
147443;"Сорт 1"
147523;"Сорт 1"
147532;"Сорт 1"
147560;"Сорт 1"
147563;"Сорт 1"
147582;"Сорт 1"
147726;"Сорт 1"
147980;"Сорт 1"
148202;"Сорт 1"
148424;"Сорт 1"
148434;"Сорт 1"
148512;"Сорт 1"
148513;"Сорт 1"
148644;"Сорт 1"
148767;"Сорт 1"
149131;"Сорт 1"
149245;"Сорт 1"
149250;"Сорт 1"
149261;"Сорт 1"
149362;"Сорт 1"
149368;"Сорт 1"
149441;"Сорт 1"
149481;"Сорт 1"
149496;"Сорт 1"
149670;"Сорт 1"
149672;"Сорт 1"
149814;"Сорт 1"
150009;"Сорт 1"
150143;"Сорт 1"
150162;"Сорт 1"
150254;"Сорт 1"
150355;"Сорт 1"
150358;"Сорт 1"
150366;"Сорт 1"
150367;"Сорт 1"
150542;"Сорт 1"
150545;"Сорт 1"
150570;"Сорт 1"
151096;"Сорт 1"
151098;"Сорт 1"
151130;"Сорт 1"
151244;"Сорт 1"
151284;"Сорт 1"
151296;"Сорт 1"
151367;"Сорт 1"
151368;"Сорт 1"
151519;"Сорт 1"
151719;"Сорт 1"
152152;"Сорт 1"
152242;"Сорт 1"
152245;"Сорт 1"
152246;"Сорт 1"
152247;"Сорт 1"
152248;"Сорт 1"
152317;"Сорт 1"
152320;"Сорт 1"
152715;"Сорт 1"
152938;"Сорт 1"
153110;"Сорт 1"
153114;"Сорт 1"
153236;"Сорт 1"
153238;"Сорт 1"
153385;"Сорт 1"
153422;"Сорт 1"
153502;"Сорт 1"
153503;"Сорт 1"
153549;"Сорт 1"
153732;"Сорт 1"
153830;"Сорт 1"
153833;"Сорт 1"
153841;"Сорт 1"
153842;"Сорт 1"
153843;"Сорт 1"
154027;"Сорт 1"
154029;"Сорт 1"
154095;"Сорт 1"
154097;"Сорт 1"
154099;"Сорт 1"
154100;"Сорт 1"
154101;"Сорт 1"
154102;"Сорт 1"
154103;"Сорт 1"
154104;"Сорт 1"
154105;"Сорт 1"
154106;"Сорт 1"
154178;"Сорт 1"
154182;"Сорт 1"
154185;"Сорт 1"
154186;"Сорт 1"
154187;"Сорт 1"
154188;"Сорт 1"
154189;"Сорт 1"
154194;"Сорт 1"
154195;"Сорт 1"
154195;"Сорт 1"
154202;"Сорт 1"
154240;"Сорт 1"
154334;"Сорт 1"
154374;"Сорт 1"
154462;"Сорт 1"
154463;"Сорт 1"
154518;"Сорт 1"
154569;"Сорт 1"
154699;"Сорт 1"
154700;"Сорт 1"
154701;"Сорт 1"
154702;"Сорт 1"
154731;"Сорт 1"
155160;"Сорт 1"
155203;"Сорт 1"
155204;"Сорт 1"
155535;"Сорт 1"
155554;"Сорт 1"
155555;"Сорт 1"
155556;"Сорт 1"
155557;"Сорт 1"
155558;"Сорт 1"
155559;"Сорт 1"
155560;"Сорт 1"
155561;"Сорт 1"
155562;"Сорт 1"
155563;"Сорт 1"
155564;"Сорт 1"
155572;"Сорт 1"
155574;"Сорт 1"
155575;"Сорт 1"
155576;"Сорт 1"
155577;"Сорт 1"
155601;"Сорт 1"
155701;"Сорт 1"
155723;"Сорт 1"
155726;"Сорт 1"
155932;"Сорт 1"
155933;"Сорт 1"
155979;"Сорт 1"
156017;"Сорт 1"
156034;"Сорт 1"
156038;"Сорт 1"
156086;"Сорт 1"
156160;"Сорт 1"
156174;"Сорт 1"
156175;"Сорт 1"
156240;"Сорт 1"
156249;"Сорт 1"
156253;"Сорт 1"
156482;"Сорт 1"
156484;"Сорт 1"
156519;"Сорт 1"
156522;"Сорт 1"
156629;"Сорт 1"
156630;"Сорт 1"
156636;"Сорт 1"
156637;"Сорт 1"
156639;"Сорт 1"
156684;"Сорт 1"
156718;"Сорт 1"
156756;"Сорт 1"
156769;"Сорт 1"
156773;"Сорт 1"
156981;"Сорт 1"
156989;"Сорт 1"
157381;"Сорт 1"
157410;"Сорт 1"
157413;"Сорт 1"
157451;"Сорт 1"
157548;"Сорт 1"
157551;"Сорт 1"
157555;"Сорт 1"
157560;"Сорт 1"
157561;"Сорт 1"
157569;"Сорт 1"
157601;"Сорт 1"
157702;"Сорт 1"
157709;"Сорт 1"
157834;"Сорт 1"
158056;"Сорт 1"
158058;"Сорт 1"
158061;"Сорт 1"
158130;"Сорт 1"
158202;"Сорт 1"
158212;"Сорт 1"
158218;"Сорт 1"
158220;"Сорт 1"
158283;"Сорт 1"
158540;"Сорт 1"
158585;"Сорт 1"
158606;"Сорт 1"
158610;"Сорт 1"
158611;"Сорт 1"
158614;"Сорт 1"
158617;"Сорт 1"
158620;"Сорт 1"
158624;"Сорт 1"
158627;"Сорт 1"
158723;"Сорт 1"
158807;"Сорт 1"
158950;"Сорт 1"
158951;"Сорт 1"
159061;"Сорт 1"
159094;"Сорт 1"
159104;"Сорт 1"
159113;"Сорт 1"
159248;"Сорт 1"
159252;"Сорт 1"
159297;"Сорт 1"
159362;"Сорт 1"
159368;"Сорт 1"
159533;"Сорт 1"
159554;"Сорт 1"
159578;"Сорт 1"
159585;"Сорт 1"
159590;"Сорт 1"
159593;"Сорт 1"
159595;"Сорт 1"
159596;"Сорт 1"
159597;"Сорт 1"
159598;"Сорт 1"
159649;"Сорт 1"
159718;"Сорт 1"
159720;"Сорт 1"
159721;"Сорт 1"
159726;"Сорт 1"
159728;"Сорт 1"
159787;"Сорт 1"
159810;"Сорт 1"
159817;"Сорт 1"
159821;"Сорт 1"
159822;"Сорт 1"
159878;"Сорт 1"
159888;"Сорт 1"
159890;"Сорт 1"
159894;"Сорт 1"
160004;"Сорт 1"
160120;"Сорт 1"
160121;"Сорт 1"
160312;"Сорт 1"
160543;"Сорт 1"
160550;"Сорт 1"
160569;"Сорт 1"
160570;"Сорт 1"
160688;"Сорт 1"
160689;"Сорт 1"
160728;"Сорт 1"
160736;"Сорт 1"
160737;"Сорт 1"
160738;"Сорт 1"
160799;"Сорт 1"
160800;"Сорт 1"
161218;"Сорт 1"
161542;"Сорт 1"
161639;"Сорт 1"
161838;"Сорт 1"
161927;"Сорт 1"
161965;"Сорт 1"
161966;"Сорт 1"
161970;"Сорт 1"
161971;"Сорт 1"
161980;"Сорт 1"
161982;"Сорт 1"
161988;"Сорт 1"
161989;"Сорт 1"
161994;"Сорт 1"
162005;"Сорт 1"
162006;"Сорт 1"
162022;"Сорт 1"
162024;"Сорт 1"
162025;"Сорт 1"
162026;"Сорт 1"
162027;"Сорт 1"
162028;"Сорт 1"
162030;"Сорт 1"
162032;"Сорт 1"
162033;"Сорт 1"
162034;"Сорт 1"
162036;"Сорт 1"
162044;"Сорт 1"
162070;"Сорт 1"
162228;"Сорт 1"
162231;"Сорт 1"
162248;"Сорт 1"
162249;"Сорт 1"
162253;"Сорт 1"
162269;"Сорт 1"
162273;"Сорт 1"
162280;"Сорт 1"
162281;"Сорт 1"
162284;"Сорт 1"
162286;"Сорт 1"
162304;"Сорт 1"
162305;"Сорт 1"
162317;"Сорт 1"
162363;"Сорт 1"
162381;"Сорт 1"
162393;"Сорт 1"
162398;"Сорт 1"
162400;"Сорт 1"
162401;"Сорт 1"
162877;"Сорт 1"
162908;"Сорт 1"
162917;"Сорт 1"
162940;"Сорт 1"
163063;"Сорт 1"
163116;"Сорт 1"
163226;"Сорт 1"
163296;"Сорт 1"
163420;"Сорт 1"
163464;"Сорт 1"
163474;"Сорт 1"
163487;"Сорт 1"
163488;"Сорт 1"
163491;"Сорт 1"
163492;"Сорт 1"
163497;"Сорт 1"
163500;"Сорт 1"
163564;"Сорт 1"
163765;"Сорт 1"
163769;"Сорт 1"
163771;"Сорт 1"
163778;"Сорт 1"
163780;"Сорт 1"
163877;"Сорт 1"
163946;"Сорт 1"
164072;"Сорт 1"
164083;"Сорт 1"
164088;"Сорт 1"
164216;"Сорт 1"
164219;"Сорт 1"
164423;"Сорт 1"
164424;"Сорт 1"
164491;"Сорт 1"
164492;"Сорт 1"
164493;"Сорт 1"
164494;"Сорт 1"
164495;"Сорт 1"
164497;"Сорт 1"
164575;"Сорт 1"
164582;"Сорт 1"
164583;"Сорт 1"
164584;"Сорт 1"
164585;"Сорт 1"
164586;"Сорт 1"
164587;"Сорт 1"
164588;"Сорт 1"
164590;"Сорт 1"
164593;"Сорт 1"
164595;"Сорт 1"
164596;"Сорт 1"
164597;"Сорт 1"
164598;"Сорт 1"
164599;"Сорт 1"
164600;"Сорт 1"
164601;"Сорт 1"
164602;"Сорт 1"
164603;"Сорт 1"
164604;"Сорт 1"
164605;"Сорт 1"
164607;"Сорт 1"
164608;"Сорт 1"
164609;"Сорт 1"
164610;"Сорт 1"
164612;"Сорт 1"
164613;"Сорт 1"
164614;"Сорт 1"
164616;"Сорт 1"
164617;"Сорт 1"
164618;"Сорт 1"
164620;"Сорт 1"
164621;"Сорт 1"
164627;"Сорт 1"
164630;"Сорт 1"
164631;"Сорт 1"
164633;"Сорт 1"
164636;"Сорт 1"
164638;"Сорт 1"
164640;"Сорт 1"
164641;"Сорт 1"
164658;"Сорт 1"
164665;"Сорт 1"
164700;"Сорт 1"
164760;"Сорт 1"
164788;"Сорт 1"
164789;"Сорт 1"
164866;"Сорт 1"
164910;"Сорт 1"
164914;"Сорт 1"
164917;"Сорт 1"
164922;"Сорт 1"
164923;"Сорт 1"
164925;"Сорт 1"
164926;"Сорт 1"
164927;"Сорт 1"
164928;"Сорт 1"
165074;"Сорт 1"
165280;"Сорт 1"
165284;"Сорт 1"
165450;"Сорт 1"
165593;"Сорт 1"
166058;"Сорт 1"
166235;"Сорт 1"
166237;"Сорт 1"
166259;"Сорт 1"
166260;"Сорт 1"
166264;"Сорт 1"
166288;"Сорт 1"
166381;"Сорт 1"
166392;"Сорт 1"
166416;"Сорт 1"
166417;"Сорт 1"
166418;"Сорт 1"
166419;"Сорт 1"
166421;"Сорт 1"
166423;"Сорт 1"
166424;"Сорт 1"
166425;"Сорт 1"
166426;"Сорт 1"
166427;"Сорт 1"
166526;"Сорт 1"
166556;"Сорт 1"
166567;"Сорт 1"
166568;"Сорт 1"
166569;"Сорт 1"
166570;"Сорт 1"
166571;"Сорт 1"
166654;"Сорт 1"
166659;"Сорт 1"
166744;"Сорт 1"
166749;"Сорт 1"
166752;"Сорт 1"
166843;"Сорт 1"
166856;"Сорт 1"
167012;"Сорт 1"
167018;"Сорт 1"
167021;"Сорт 1"
167025;"Сорт 1"
167030;"Сорт 1"
167031;"Сорт 1"
167033;"Сорт 1"
167067;"Сорт 1"
167134;"Сорт 1"
167136;"Сорт 1"
167138;"Сорт 1"
167139;"Сорт 1"
167140;"Сорт 1"
167142;"Сорт 1"
167283;"Сорт 1"
167312;"Сорт 1"
167333;"Сорт 1"
167343;"Сорт 1"
167346;"Сорт 1"
167347;"Сорт 1"
167365;"Сорт 1"
167369;"Сорт 1"
167535;"Сорт 1"
167598;"Сорт 1"
167658;"Сорт 1"
167661;"Сорт 1"
167663;"Сорт 1"
167711;"Сорт 1"
167722;"Сорт 1"
167724;"Сорт 1"
167771;"Сорт 1"
167897;"Сорт 1"
167900;"Сорт 1"
167901;"Сорт 1"
167904;"Сорт 1"
167907;"Сорт 1"
168084;"Сорт 1"
168087;"Сорт 1"
168093;"Сорт 1"
168095;"Сорт 1"
168097;"Сорт 1"
168098;"Сорт 1"
168171;"Сорт 1"
168193;"Сорт 1"
168274;"Сорт 1"
168421;"Сорт 1"
168517;"Сорт 1"
168519;"Сорт 1"
168520;"Сорт 1"
168521;"Сорт 1"
168522;"Сорт 1"
168523;"Сорт 1"
168525;"Сорт 1"
168528;"Сорт 1"
168539;"Сорт 1"
168540;"Сорт 1"
168549;"Сорт 1"
168553;"Сорт 1"
168555;"Сорт 1"
168557;"Сорт 1"
168559;"Сорт 1"
168622;"Сорт 1"
168623;"Сорт 1"
168641;"Сорт 1"
168689;"Сорт 1"
168690;"Сорт 1"
168786;"Сорт 1"
168806;"Сорт 1"
168828;"Сорт 1"
168900;"Сорт 1"
169073;"Сорт 1"
169125;"Сорт 1"
169126;"Сорт 1"
169630;"Сорт 1"
169636;"Сорт 1"
169654;"Сорт 1"
169924;"Сорт 1"
169932;"Сорт 1"
169941;"Сорт 1"
169945;"Сорт 1"
169946;"Сорт 1"
169948;"Сорт 1"
169949;"Сорт 1"
169987;"Сорт 1"
169990;"Сорт 1"
170001;"Сорт 1"
170008;"Сорт 1"
170071;"Сорт 1"
170129;"Сорт 1"
170138;"Сорт 1"
170442;"Сорт 1"
170455;"Сорт 1"
170516;"Сорт 1"
170521;"Сорт 1"
170525;"Сорт 1"
